path,name,samgov_agencycode,samgov_cgaclist_0_cgac,samgov_cgaclist_1_cgac,samgov_cgaclist_2_cgac,samgov_cgaclist_3_cgac,samgov_cgaclist_4_cgac,samgov_createdby,samgov_createddate,samgov_fhagencyorgname,samgov_fhdeptindagencyorgid,samgov_fhorgid,samgov_fhorgname,samgov_fhorgnamehistory_0_effectivedate,samgov_fhorgnamehistory_0_fhorgname,samgov_fhorgparenthistory_0_actiontype,samgov_fhorgparenthistory_0_codehierarchy,samgov_fhorgparenthistory_0_effectivedate,samgov_fhorgparenthistory_0_fhfullparentpathid,samgov_fhorgparenthistory_0_fhfullparentpathname,samgov_fhorgtype,samgov_lastupdateddate,samgov_links_0_href,samgov_links_0_rel,samgov_links_1_href,samgov_links_1_rel,samgov_name,samgov_oldfpdsofficecode,samgov_status,samgov_updatedby
/US FEDERAL GOVERNMENT/UNITED MINE WORKERS OF AMERICA BENEFIT FUNDS (300000082),UNITED MINE WORKERS OF AMERICA BENEFIT FUNDS (300000082),9589,476,,,,,IAE_DATA_TEAM,2017-10-05 12:35,UNITED MINE WORKERS OF AMERICA BENEFIT FUNDS,300000082,300000082,UNITED MINE WORKERS OF AMERICA BENEFIT FUNDS,1957-07-01 00:00,UNITED MINE WORKERS OF AMERICA BENEFIT FUNDS,CREATE,,1957-07-01 00:00,300000082,UNITED MINE WORKERS OF AMERICA BENEFIT FUNDS,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000082,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000082,nextlevelchildren,UNITED MINE WORKERS OF AMERICA BENEFIT FUNDS,,ACTIVE,FPDS_START_DATE_FIX
"/US FEDERAL GOVERNMENT/UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG (100012189)","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG (100012189)",9568,514,,,,,,2003-05-20 00:00,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",100012189,100012189,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",1957-07-01 00:00,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",CREATE,,1957-07-01 00:00,100012189,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100012189,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100012189,nextlevelchildren,"UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",9568,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION (300000723),UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION (300000723),4860,292,,,,,DATA TEAM,2017-12-11 15:45,UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,300000723,300000723,UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,1957-07-01 00:00,UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,CREATE,,1957-07-01 00:00,300000723,UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,Department/Ind. Agency,2020-08-19 14:16,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000723,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000723,nextlevelchildren,UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,,ACTIVE,brian.gilman+supadmin@gsa.gov
/US FEDERAL GOVERNMENT/UNITED STATES GOVERNMENT PUBLISHING OFFICE (300000005),UNITED STATES GOVERNMENT PUBLISHING OFFICE (300000005),0400,004,,,,,IAE_DATA_TEAM,2017-10-05 12:35,UNITED STATES GOVERNMENT PUBLISHING OFFICE,300000005,300000005,UNITED STATES GOVERNMENT PUBLISHING OFFICE,1957-07-01 00:00,UNITED STATES GOVERNMENT PUBLISHING OFFICE,CREATE,,1957-07-01 00:00,300000005,UNITED STATES GOVERNMENT PUBLISHING OFFICE,Department/Ind. Agency,2019-12-11 19:40,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000005,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000005,nextlevelchildren,UNITED STATES GOVERNMENT PUBLISHING OFFICE,,ACTIVE,IAE_28215_GPO
/US FEDERAL GOVERNMENT/UNITED STATES HOLOCAUST MEMORIAL MUSEUM (300000064),UNITED STATES HOLOCAUST MEMORIAL MUSEUM (300000064),9531,456,,,,,IAE_DATA_TEAM,2017-10-05 12:35,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,300000064,300000064,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,1957-07-01 00:00,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,CREATE,,1957-07-01 00:00,300000064,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000064,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000064,nextlevelchildren,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION (500033704),MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION (500033704),4554,009,,,,,IAE-DataTeam,2018-09-17 19:05,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,500033704,500033704,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,1965-12-31 00:00,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,CREATE,,1965-12-31 00:00,500033704,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500033704,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500033704,nextlevelchildren,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/MEDICARE PAYMENT ADVISORY COMMISSION (300000719),MEDICARE PAYMENT ADVISORY COMMISSION (300000719),4835,235,,,,,DATA TEAM,2017-12-11 15:45,MEDICARE PAYMENT ADVISORY COMMISSION,300000719,300000719,MEDICARE PAYMENT ADVISORY COMMISSION,1957-07-01 00:00,MEDICARE PAYMENT ADVISORY COMMISSION,CREATE,,1957-07-01 00:00,300000719,MEDICARE PAYMENT ADVISORY COMMISSION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000719,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000719,nextlevelchildren,MEDICARE PAYMENT ADVISORY COMMISSION,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/MERIT SYSTEMS PROTECTION BOARD (300000026),MERIT SYSTEMS PROTECTION BOARD (300000026),4100,389,,,,,IAE_DATA_TEAM,2017-10-05 12:35,MERIT SYSTEMS PROTECTION BOARD,300000026,300000026,MERIT SYSTEMS PROTECTION BOARD,1957-07-01 00:00,MERIT SYSTEMS PROTECTION BOARD,CREATE,,1957-07-01 00:00,300000026,MERIT SYSTEMS PROTECTION BOARD,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000026,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000026,nextlevelchildren,MERIT SYSTEMS PROTECTION BOARD,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/SECURITIES AND EXCHANGE COMMISSION (100039806),SECURITIES AND EXCHANGE COMMISSION (100039806),5000,050,,,,,,2003-11-20 00:00,SECURITIES AND EXCHANGE COMMISSION,100039806,100039806,SECURITIES AND EXCHANGE COMMISSION,1957-07-01 00:00,SECURITIES AND EXCHANGE COMMISSION,CREATE,,1957-07-01 00:00,100039806,SECURITIES AND EXCHANGE COMMISSION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100039806,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100039806,nextlevelchildren,SECURITIES AND EXCHANGE COMMISSION,5000,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/SECURITIES INVESTOR PROTECTION CORPORATION (300000033),SECURITIES INVESTOR PROTECTION CORPORATION (300000033),5094,576,,,,,IAE_DATA_TEAM,2017-10-05 12:35,SECURITIES INVESTOR PROTECTION CORPORATION,300000033,300000033,SECURITIES INVESTOR PROTECTION CORPORATION,1957-07-01 00:00,SECURITIES INVESTOR PROTECTION CORPORATION,CREATE,,1957-07-01 00:00,300000033,SECURITIES INVESTOR PROTECTION CORPORATION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000033,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000033,nextlevelchildren,SECURITIES INVESTOR PROTECTION CORPORATION,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/SELECTIVE SERVICE SYSTEM (300000047),SELECTIVE SERVICE SYSTEM (300000047),9000,090,,,,,IAE_DATA_TEAM,2017-10-05 12:35,SELECTIVE SERVICE SYSTEM,300000047,300000047,SELECTIVE SERVICE SYSTEM,1957-07-01 00:00,SELECTIVE SERVICE SYSTEM,CREATE,,1957-07-01 00:00,300000047,SELECTIVE SERVICE SYSTEM,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000047,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000047,nextlevelchildren,SELECTIVE SERVICE SYSTEM,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/SMALL BUSINESS ADMINISTRATION (100037917),SMALL BUSINESS ADMINISTRATION (100037917),7300,073,,,,,,1996-07-30 00:00,SMALL BUSINESS ADMINISTRATION,100037917,100037917,SMALL BUSINESS ADMINISTRATION,1957-07-01 00:00,SMALL BUSINESS ADMINISTRATION,CREATE,,1957-07-01 00:00,100037917,SMALL BUSINESS ADMINISTRATION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100037917,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100037917,nextlevelchildren,SMALL BUSINESS ADMINISTRATION,7300,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/SMITHSONIAN INSTITUTION (100076256),SMITHSONIAN INSTITUTION (100076256),3300,033,,,,,,2006-01-31 00:00,SMITHSONIAN INSTITUTION,100076256,100076256,SMITHSONIAN INSTITUTION,1957-07-01 00:00,SMITHSONIAN INSTITUTION,CREATE,,1957-07-01 00:00,100076256,SMITHSONIAN INSTITUTION,Department/Ind. Agency,2020-09-16 11:40,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100076256,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100076256,nextlevelchildren,SMITHSONIAN INSTITUTION,3300,ACTIVE,brian.gilman+supadmin@gsa.gov
/US FEDERAL GOVERNMENT/SOUTHEAST CRESCENT REGIONAL COMMISSION (500185998),SOUTHEAST CRESCENT REGIONAL COMMISSION (500185998),5740,574,,,,,adam.stansifer+fhadmin@gsa.gov,2023-01-24 08:52,SOUTHEAST CRESCENT REGIONAL COMMISSION,500185998,500185998,SOUTHEAST CRESCENT REGIONAL COMMISSION,2023-01-24 08:52,SOUTHEAST CRESCENT REGIONAL COMMISSION,CREATE,5740,2023-01-24 08:52,500185998,SOUTHEAST CRESCENT REGIONAL COMMISSION,Department/Ind. Agency,2023-01-24 08:52,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500185998,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500185998,nextlevelchildren,SOUTHEAST CRESCENT REGIONAL COMMISSION,,ACTIVE,adam.stansifer+fhadmin@gsa.gov
/US FEDERAL GOVERNMENT/MILLENNIUM CHALLENGE CORPORATION (100076293),MILLENNIUM CHALLENGE CORPORATION (100076293),9543,524,,,,,,2005-10-03 00:00,MILLENNIUM CHALLENGE CORPORATION,100076293,100076293,MILLENNIUM CHALLENGE CORPORATION,1957-07-01 00:00,MILLENNIUM CHALLENGE CORPORATION,CREATE,,1957-07-01 00:00,100076293,MILLENNIUM CHALLENGE CORPORATION,Department/Ind. Agency,2020-01-08 00:00,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100076293,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100076293,nextlevelchildren,MILLENNIUM CHALLENGE CORPORATION,9543,ACTIVE,IAE_29450_MCC
/US FEDERAL GOVERNMENT/MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION (300000070),MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION (300000070),9545,487,,,,,IAE_DATA_TEAM,2017-10-05 12:35,MORRIS K UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,300000070,300000070,MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,1957-07-01 00:00,MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,CREATE,,1957-07-01 00:00,300000070,MORRIS K UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000070,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000070,nextlevelchildren,MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (100000266),NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (100000266),8000,080,,,,,,1996-07-30 00:00,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,100000266,100000266,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,1957-07-01 00:00,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,CREATE,,1957-07-01 00:00,100000266,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100000266,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100000266,nextlevelchildren,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/NATIONAL ARCHIVES AND RECORDS ADMINISTRATION (100076449),NATIONAL ARCHIVES AND RECORDS ADMINISTRATION (100076449),8800,088,,,,,,2005-08-06 00:00,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,100076449,100076449,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,1957-07-01 00:00,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,CREATE,,1957-07-01 00:00,100076449,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100076449,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100076449,nextlevelchildren,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8800,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE (300000716),NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE (300000716),4808,048,,,,,DATA TEAM,2017-12-11 15:45,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,300000716,300000716,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,1957-07-01 00:00,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,CREATE,,1957-07-01 00:00,300000716,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000716,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000716,nextlevelchildren,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/NATIONAL CAPITAL PLANNING COMMISSION (300000048),NATIONAL CAPITAL PLANNING COMMISSION (300000048),9502,394,,,,,IAE_DATA_TEAM,2017-10-05 12:35,NATIONAL CAPITAL PLANNING COMMISSION,300000048,300000048,NATIONAL CAPITAL PLANNING COMMISSION,1957-07-01 00:00,NATIONAL CAPITAL PLANNING COMMISSION,CREATE,,1957-07-01 00:00,300000048,NATIONAL CAPITAL PLANNING COMMISSION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000048,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000048,nextlevelchildren,NATIONAL CAPITAL PLANNING COMMISSION,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/NATIONAL COUNCIL ON DISABILITY (500033705),NATIONAL COUNCIL ON DISABILITY (500033705),9509,413,,,,,IAE-DataTeam,2018-09-17 19:05,NATIONAL COUNCIL ON DISABILITY,500033705,500033705,NATIONAL COUNCIL ON DISABILITY,1957-07-01 00:00,NATIONAL COUNCIL ON DISABILITY,CREATE,,1957-07-01 00:00,500033705,NATIONAL COUNCIL ON DISABILITY,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500033705,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500033705,nextlevelchildren,NATIONAL COUNCIL ON DISABILITY,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/UNITED STATES INSTITUTE OF PEACE (300000081),UNITED STATES INSTITUTE OF PEACE (300000081),9580,458,,,,,IAE_DATA_TEAM,2017-10-05 12:35,UNITED STATES INSTITUTE OF PEACE,300000081,300000081,UNITED STATES INSTITUTE OF PEACE,1957-07-01 00:00,UNITED STATES INSTITUTE OF PEACE,CREATE,,1957-07-01 00:00,300000081,UNITED STATES INSTITUTE OF PEACE,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000081,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000081,nextlevelchildren,UNITED STATES INSTITUTE OF PEACE,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION (500049426),UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION (500049426),7700,077,,,,,michael.stephenson@gsa.gov,2020-01-28 13:06,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,500049426,500049426,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,2019-10-01 00:00,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,CREATE,,2019-10-01 00:00,500049426,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,Department/Ind. Agency,2020-01-30 13:34,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500049426,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500049426,nextlevelchildren,UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION,,ACTIVE,AGENCY_REQ
/US FEDERAL GOVERNMENT/UNITED STATES TRADE AND DEVELOPMENT AGENCY (300000017),UNITED STATES TRADE AND DEVELOPMENT AGENCY (300000017),1153,011,,,,,IAE_DATA_TEAM,2017-10-05 12:35,UNITED STATES TRADE AND DEVELOPMENT AGENCY,300000017,300000017,UNITED STATES TRADE AND DEVELOPMENT AGENCY,1957-07-01 00:00,UNITED STATES TRADE AND DEVELOPMENT AGENCY,CREATE,,1957-07-01 00:00,300000017,UNITED STATES TRADE AND DEVELOPMENT AGENCY,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000017,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000017,nextlevelchildren,UNITED STATES TRADE AND DEVELOPMENT AGENCY,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/NATIONAL CREDIT UNION ADMINISTRATION (300000021),NATIONAL CREDIT UNION ADMINISTRATION (300000021),2500,025,,,,,IAE_DATA_TEAM,2017-10-05 12:35,NATIONAL CREDIT UNION ADMINISTRATION,300000021,300000021,NATIONAL CREDIT UNION ADMINISTRATION,1957-07-01 00:00,NATIONAL CREDIT UNION ADMINISTRATION,CREATE,,1957-07-01 00:00,300000021,NATIONAL CREDIT UNION ADMINISTRATION,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000021,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000021,nextlevelchildren,NATIONAL CREDIT UNION ADMINISTRATION,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM (300000724),U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM (300000724),4864,009,,,,,DATA TEAM,2017-12-11 15:45,US COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,300000724,300000724,U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,1957-07-01 00:00,U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,,,,,,Department/Ind. Agency,2021-12-07 09:36,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000724,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000724,nextlevelchildren,U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,,ACTIVE,brian.gilman+supadmin@gsa.gov
/US FEDERAL GOVERNMENT/U.S. COURT OF APPEALS FOR THE FEDERAL CIRCUIT (300000013),U.S. COURT OF APPEALS FOR THE FEDERAL CIRCUIT (300000013),1003,010,,,,,IAE_DATA_TEAM,2017-10-05 12:35,US COURT OF APPEALS FOR THE FEDERAL CIRCUIT,300000013,300000013,U.S. COURT OF APPEALS FOR THE FEDERAL CIRCUIT,1957-07-01 00:00,U.S. COURT OF APPEALS FOR THE FEDERAL CIRCUIT,CREATE,,1957-07-01 00:00,300000013,US COURT OF APPEALS FOR THE FEDERAL CIRCUIT,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000013,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000013,nextlevelchildren,U.S. COURT OF APPEALS FOR THE FEDERAL CIRCUIT,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/U.S. COURT OF INTERNATIONAL TRADE (300000014),U.S. COURT OF INTERNATIONAL TRADE (300000014),1004,010,,,,,IAE_DATA_TEAM,2017-10-05 12:35,US COURT OF INTERNATIONAL TRADE,300000014,300000014,U.S. COURT OF INTERNATIONAL TRADE,1957-07-01 00:00,U.S. COURT OF INTERNATIONAL TRADE,CREATE,,1957-07-01 00:00,300000014,US COURT OF INTERNATIONAL TRADE,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000014,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000014,nextlevelchildren,U.S. COURT OF INTERNATIONAL TRADE,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/US AFRICAN DEVELOPMENT FOUNDATION (500185330),US AFRICAN DEVELOPMENT FOUNDATION (500185330),1141,166,,,,,FH Admin,2022-11-22 15:42,US AFRICAN DEVELOPMENT FOUNDATION,500185330,500185330,US AFRICAN DEVELOPMENT FOUNDATION,2003-06-07 00:00,US AFRICAN DEVELOPMENT FOUNDATION,CREATE,,2003-06-07 00:00,500185330,US AFRICAN DEVELOPMENT FOUNDATION,Department/Ind. Agency,2022-11-22 15:42,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500185330,self,,,US AFRICAN DEVELOPMENT FOUNDATION,1141,ACTIVE,FH Admin
/US FEDERAL GOVERNMENT/U.S. COURT OF VETERAN APPEALS (300000083),U.S. COURT OF VETERAN APPEALS (300000083),9593,345,,,,,IAE_DATA_TEAM,2017-10-05 12:35,US COURT OF VETERAN APPEALS,300000083,300000083,U.S. COURT OF VETERAN APPEALS,1957-07-01 00:00,U.S. COURT OF VETERAN APPEALS,CREATE,,1957-07-01 00:00,300000083,US COURT OF VETERAN APPEALS,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000083,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000083,nextlevelchildren,U.S. COURT OF VETERAN APPEALS,,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/U.S. COURTS OF APPEALS-JUDICIAL CIRCUITS (EXCEPT FED CIR) (300000012),U.S. COURTS OF APPEALS-JUDICIAL CIRCUITS (EXCEPT FED CIR) (300000012),1002,010,,,,,IAE_DATA_TEAM,2017-10-05 12:35,US COURTS OF APPEALS-JUDICIAL CIRCUITS (EXCEPT FED CIR),300000012,300000012,U.S. COURTS OF APPEALS-JUDICIAL CIRCUITS (EXCEPT FED CIR),1957-07-01 00:00,U.S. COURTS OF APPEALS-JUDICIAL CIRCUITS (EXCEPT FED CIR),CREATE,,1957-07-01 00:00,300000012,US COURTS OF APPEALS-JUDICIAL CIRCUITS (EXCEPT FED CIR),Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000012,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000012,nextlevelchildren,U.S. COURTS OF APPEALS-JUDICIAL CIRCUITS (EXCEPT FED CIR),,ACTIVE,FPDS_START_DATE_FIX
/US FEDERAL GOVERNMENT/U.S. TAX COURT (300000019),U.S. TAX COURT (300000019),2300,023,,,,,IAE_DATA_TEAM,2017-10-05 12:35,US TAX COURT,300000019,300000019,U.S. TAX COURT,1957-07-01 00:00,U.S. TAX COURT,CREATE,,1957-07-01 00:00,300000019,US TAX COURT,Department/Ind. Agency,2019-11-21 23:04,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000019,self,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000019,nextlevelchildren,U.S. TAX COURT,,ACTIVE,FPDS_START_DATE_FIX
