path,name,cisagov
/US FEDERAL GOVERNMENT/[cisagov] Department of Defense/[cisagov] TAK Product Center,[cisagov] TAK Product Center,"{'name': 'TAK Product Center', 'records': [{'domain_name': 'TAK.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Defense', 'organization': 'TAK Product Center', 'city': 'Fort Belvoir', 'state': 'VA', 'security_contact_email': 'security@tak.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Defense/[cisagov] Technical Support Working Group,[cisagov] Technical Support Working Group,"{'name': 'Technical Support Working Group', 'records': [{'domain_name': 'TSWG.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Defense', 'organization': 'Technical Support Working Group', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'cttsosecurity@cttso.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Defense/[cisagov] AFTAC/LSCSS,[cisagov] AFTAC/LSCSS,"{'name': 'AFTAC/LSCSS', 'records': [{'domain_name': 'USANDC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Defense', 'organization': 'AFTAC/LSCSS', 'city': 'Patrick AFB', 'state': 'FL', 'security_contact_email': 'dco@aftac.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Housing and Urban Development,[cisagov] Department of Housing and Urban Development,"{'name': 'Department of Housing and Urban Development', 'records': [{'domain_name': 'DISASTERHOUSING.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Department of Housing and Urban Development', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}, {'domain_name': 'HUDHOMESTORE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Department of Housing and Urban Development', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'NATIONALHOUSING.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Department of Housing and Urban Development', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}, {'domain_name': 'NATIONALHOUSINGLOCATOR.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Department of Housing and Urban Development', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}, {'domain_name': 'NHL.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Department of Housing and Urban Development', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}, {'domain_name': 'NLS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Department of Housing and Urban Development', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}, {'domain_name': 'OPPORTUNITYZONES.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Department of Housing and Urban Development', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Housing and Urban Development/[cisagov] Dept. of Housing and Urban Development (HUD),[cisagov] Dept. of Housing and Urban Development (HUD),"{'name': 'Dept. of Housing and Urban Development (HUD)', 'records': [{'domain_name': 'FHA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Dept. of Housing and Urban Development (HUD)', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Housing and Urban Development/[cisagov] Government National Mortgage Association,[cisagov] Government National Mortgage Association,"{'name': 'Government National Mortgage Association', 'records': [{'domain_name': 'GINNIEMAE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Government National Mortgage Association', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'ron.e.espedido@hud.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Housing and Urban Development/[cisagov] Web Master  Pulic Affair,[cisagov] Web Master  Pulic Affair,"{'name': 'Web Master  Pulic Affair', 'records': [{'domain_name': 'HUD.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'Web Master  Pulic Affair', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'vdp@hud.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] Department of Housing and Urban Development/[cisagov] U.S. Department of Housing and Urban Development, Office of Policy Development and Research","[cisagov] U.S. Department of Housing and Urban Development, Office of Policy Development and Research","{'name': 'U.S. Department of Housing and Urban Development, Office of Policy Development and Research', 'records': [{'domain_name': 'HUDUSER.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Housing and Urban Development', 'organization': 'U.S. Department of Housing and Urban Development, Office of Policy Development and Research', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'support@huduser.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Veterans Affairs,[cisagov] Department of Veterans Affairs,"{'name': 'Department of Veterans Affairs', 'records': [{'domain_name': 'EHR.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Veterans Affairs', 'organization': 'Department of Veterans Affairs', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'Duc.Nguyen1@va.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of Veterans Affairs/[cisagov] Department of Veterans Affairs - PREVENTS,[cisagov] Department of Veterans Affairs - PREVENTS,"{'name': 'Department of Veterans Affairs - PREVENTS', 'records': [{'domain_name': 'REACH.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Veterans Affairs', 'organization': 'Department of Veterans Affairs - PREVENTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'weareprevents@va.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] Department of Veterans Affairs/[cisagov] Office of Information and Technology, IT Operations and Services (ITOPS)","[cisagov] Office of Information and Technology, IT Operations and Services (ITOPS)","{'name': 'Office of Information and Technology, IT Operations and Services (ITOPS)', 'records': [{'domain_name': 'VA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Veterans Affairs', 'organization': 'Office of Information and Technology, IT Operations and Services (ITOPS)', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'VAWebSecurity@va.gov'}, {'domain_name': 'VETS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Veterans Affairs', 'organization': 'Office of Information and Technology, IT Operations and Services (ITOPS)', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'VAWebSecurity@va.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior,[cisagov] Department of the Interior,"{'name': 'Department of the Interior', 'records': [{'domain_name': 'EVERGLADESRESTORATION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Department of the Interior', 'city': 'Davie', 'state': 'FL', 'security_contact_email': 'jcabaleiro@evergladesrestoration.gov'}, {'domain_name': 'FIRELEADERSHIP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Department of the Interior', 'city': 'Boise', 'state': 'ID', 'security_contact_email': 'blm_it_security@blm.gov'}, {'domain_name': 'INVASIVESPECIES.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Department of the Interior', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@doi.gov'}, {'domain_name': 'LANDIMAGING.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Department of the Interior', 'city': 'Reston', 'state': 'VA', 'security_contact_email': 'security@usgs.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Bureau of Land Management,[cisagov] Bureau of Land Management,"{'name': 'Bureau of Land Management', 'records': [{'domain_name': 'ABANDONEDMINES.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Land Management', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'blm_it_security@blm.gov'}, {'domain_name': 'FIRECODE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Land Management', 'city': 'Boise', 'state': 'ID', 'security_contact_email': 'blm_it_security@blm.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Advisory Committee on Water Information,[cisagov] Advisory Committee on Water Information,"{'name': 'Advisory Committee on Water Information', 'records': [{'domain_name': 'ACWI.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Advisory Committee on Water Information', 'city': 'Reston', 'state': 'VA', 'security_contact_email': 'security@usgs.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] National Park Service,[cisagov] National Park Service,"{'name': 'National Park Service', 'records': [{'domain_name': 'ALASKACENTERS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'National Park Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NPS_CSIRT_Team@nps.gov'}, {'domain_name': 'EVERYKIDOUTDOORS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'National Park Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NPS_CSIRT_Team@nps.gov'}, {'domain_name': 'NPS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'National Park Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NPS_CSIRT_Team@nps.gov'}, {'domain_name': 'VOLUNTEER.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'National Park Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NPS_CSIRT_Team@nps.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Aquatic Nuisance Species Task Force,[cisagov] Aquatic Nuisance Species Task Force,"{'name': 'Aquatic Nuisance Species Task Force', 'records': [{'domain_name': 'ANSTASKFORCE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Aquatic Nuisance Species Task Force', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'soc@fws.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Bureau of Indian Affairs,[cisagov] Bureau of Indian Affairs,"{'name': 'Bureau of Indian Affairs', 'records': [{'domain_name': 'BIA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Indian Affairs', 'city': 'Reston', 'state': 'VA', 'security_contact_email': 'bia_cirt@bia.gov'}, {'domain_name': 'INDIANAFFAIRS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Indian Affairs', 'city': 'Reston', 'state': 'VA', 'security_contact_email': 'bia_cirt@bia.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Bureau of Land Management - Main Domain,[cisagov] Bureau of Land Management - Main Domain,"{'name': 'Bureau of Land Management - Main Domain', 'records': [{'domain_name': 'BLM.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Land Management - Main Domain', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'blm_it_security@blm.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Minerals Management Service,[cisagov] Minerals Management Service,"{'name': 'Minerals Management Service', 'records': [{'domain_name': 'BOEM.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Minerals Management Service', 'city': 'Herndon', 'state': 'VA', 'security_contact_email': 'bseecirc@bsee.gov'}, {'domain_name': 'BSEE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Minerals Management Service', 'city': 'Herndon', 'state': 'VA', 'security_contact_email': 'bseecirc@bsee.gov'}, {'domain_name': 'MMS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Minerals Management Service', 'city': 'Herndon', 'state': 'VA', 'security_contact_email': 'bseecirc@bsee.gov'}, {'domain_name': 'ONRR.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Minerals Management Service', 'city': 'Herndon', 'state': 'VA', 'security_contact_email': 'bseecirc@bsee.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] US Department of the Interior,[cisagov] US Department of the Interior,"{'name': 'US Department of the Interior', 'records': [{'domain_name': 'BOEMRE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'US Department of the Interior', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'bseecirc@bsee.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Bureau Of Reclamation,[cisagov] Bureau Of Reclamation,"{'name': 'Bureau Of Reclamation', 'records': [{'domain_name': 'BOR.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau Of Reclamation', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'itsecurity@usbr.gov'}, {'domain_name': 'LCRMSCP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau Of Reclamation', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'itsecurity@usbr.gov'}, {'domain_name': 'SALMONRECOVERY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau Of Reclamation', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'itsecurity@usbr.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] DOI - Bureau of Trust Funds Administration,[cisagov] DOI - Bureau of Trust Funds Administration,"{'name': 'DOI - Bureau of Trust Funds Administration', 'records': [{'domain_name': 'BTFA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'DOI - Bureau of Trust Funds Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'btfa_cybersecurity@btfa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] U.S Geological Survey,[cisagov] U.S Geological Survey,"{'name': 'U.S Geological Survey', 'records': [{'domain_name': 'CONSERVATION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'U.S Geological Survey', 'city': 'Reston', 'state': 'VA', 'security_contact_email': 'security@doi.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] USGS,[cisagov] USGS,"{'name': 'USGS', 'records': [{'domain_name': 'CORALREEF.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'USGS', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'security@usgs.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Department of the Interior/[cisagov] Bureau of Reclamation,[cisagov] Bureau of Reclamation,"{'name': 'Bureau of Reclamation', 'records': [{'domain_name': 'CUPCAO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Reclamation', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'itsecurity@usbr.gov'}, {'domain_name': 'MITIGATIONCOMMISSION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Reclamation', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'itsecurity@usbr.gov'}, {'domain_name': 'USBR.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of the Interior', 'organization': 'Bureau of Reclamation', 'city': 'Denver', 'state': 'CO', 'security_contact_email': 'itsecurity@usbr.gov'}]}"
