path,name,budget_account_code,budget_account_name,budget_agency_code,budget_agency_name,budget_budget_level,budget_bureau_code,budget_bureau_name,budget_id,budget_name,budget_normalized_name,cisagov_name,cisagov_normalized_name,federalregister_agency_url,federalregister_child_ids,federalregister_child_slugs,federalregister_description,federalregister_id,federalregister_json_url,federalregister_logo_medium_url,federalregister_logo_small_url,federalregister_logo_thumb_url,federalregister_name,federalregister_normalized_name,federalregister_recent_articles_url,federalregister_short_name,federalregister_slug,federalregister_url,opmgov_employment,opmgov_id,opmgov_name,opmgov_normalized_name,opmgov_type,samgov_agencycode,samgov_cgaclist_0_cgac,samgov_cgaclist_1_cgac,samgov_cgaclist_2_cgac,samgov_cgaclist_3_cgac,samgov_cgaclist_4_cgac,samgov_createdby,samgov_createddate,samgov_fhagencyorgname,samgov_fhdeptindagencyorgid,samgov_fhorgid,samgov_fhorgname,samgov_fhorgnamehistory_0_effectivedate,samgov_fhorgnamehistory_0_fhorgname,samgov_fhorgparenthistory_0_actiontype,samgov_fhorgparenthistory_0_codehierarchy,samgov_fhorgparenthistory_0_effectivedate,samgov_fhorgparenthistory_0_fhfullparentpathid,samgov_fhorgparenthistory_0_fhfullparentpathname,samgov_fhorgtype,samgov_lastupdateddate,samgov_links_0_href,samgov_links_0_rel,samgov_links_1_href,samgov_links_1_rel,samgov_name,samgov_normalized_name,samgov_oldfpdsofficecode,samgov_status,samgov_updatedby,usagov_contact_0_link,usagov_contact_0_title,usagov_contact_1_link,usagov_contact_1_title,usagov_contact_2_link,usagov_contact_2_title,usagov_contact_3_link,usagov_contact_3_title,usagov_contact_4_link,usagov_contact_4_title,usagov_contact_5_link,usagov_contact_5_title,usagov_contact_6_link,usagov_contact_6_title,usagov_contact_7_link,usagov_contact_7_title,usagov_contact_8_link,usagov_contact_8_title,usagov_description,usagov_email_0_link,usagov_email_0_title,usagov_email_1_link,usagov_email_1_title,usagov_main_address_0,usagov_main_address_1,usagov_main_address_2,usagov_main_address_3,usagov_main_address_4,usagov_main_address_5,usagov_name,usagov_normalized_name,usagov_phone_number_0,usagov_phone_number_1,usagov_phone_number_2,usagov_toll-free_number_0,usagov_toll-free_number_1,usagov_toll-free_number_2,usagov_tty_0,usagov_tty_1,usagov_tty_2,usagov_website_0_link,usagov_website_0_title,usagov_website_1_link,usagov_website_1_title,usagov_website_2_link,usagov_website_2_title,usagov_website_3_link,usagov_website_3_title,usaspending_abbreviation,usaspending_active_fq,usaspending_active_fy,usaspending_agency_id,usaspending_agency_name,usaspending_agency_slug,usaspending_budget_authority_amount,usaspending_code,usaspending_congressional_justification_url,usaspending_current_total_budget_authority_amount,usaspending_id,usaspending_name,usaspending_new_award_count,usaspending_normalized_name,usaspending_obligated_amount,usaspending_outlay_amount,usaspending_percentage_of_total_budget_authority,usaspending_toptier_code,usaspending_total_obligations,usaspending_transaction_count,usgovmanual_addresses_0_email,usgovmanual_addresses_0_fax,usgovmanual_addresses_0_phone,usgovmanual_addresses_0_phone2,usgovmanual_addresses_0_url,usgovmanual_addresses_1_email,usgovmanual_addresses_1_fax,usgovmanual_addresses_1_phone,usgovmanual_addresses_1_url,usgovmanual_addresses_2_email,usgovmanual_addresses_2_phone,usgovmanual_addresses_2_url,usgovmanual_addresses_3_url,usgovmanual_addresses_4_url,usgovmanual_addresses_5_url,usgovmanual_category,usgovmanual_id,usgovmanual_introduction,usgovmanual_mission_statement_records_0_text,usgovmanual_mission_statement_records_1_note,usgovmanual_mission_statement_records_1_text,usgovmanual_name,usgovmanual_normalized_name,usgovmanual_organization_chart
"/US FEDERAL GOVERNMENT/[usagov] National Institute of Arthritis, Musculoskeletal and Skin Diseases","[usagov] National Institute of Arthritis, Musculoskeletal and Skin Diseases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.niams.nih.gov/about/contact-us,"Contact the National Institute of Arthritis, Musculoskeletal and Skin Diseases",https://www.niams.nih.gov/about/directory,Staff Phone Directory,,,,,,,,,,,,,,,"The National Institute of Arthritis and Musculoskeletal and Skin Diseases supports research into the causes, treatment, and prevention of arthritis, musculoskeletal, and skin diseases.",mailto:NIAMSinfo@mail.nih.gov,,mailto:NIAMSinfo@mail.nih.gov,,1 AMS Circle,"Bethesda,",MD,20892-3675,,,"National Institute of Arthritis, Musculoskeletal and Skin Diseases","National Institute of Arthritis, Musculoskeletal and Skin Diseases",1-301-495-4484,,,1-877-22-NIAMS (1-877-226-4267),,,1-301-565-2966,,,https://www.niams.nih.gov/,"National Institute of Arthritis, Musculoskeletal and Skin Diseases",,,,,,,,,,,,,,75NB00,,,075-NIH-75NB00,NIH National Institute of Arthritis and Musculoskeletal and Skin Diseases,107,NIH National Institute of Arthritis and Musculoskeletal and Skin Diseases,,,,,150324049.92,1068,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Institute of Allergy and Infectious Diseases,[usagov] National Institute of Allergy and Infectious Diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NIAID provides health information on allergic, infectious, and immunologic diseases. Diseases include food allergy, sinusitis, and genital herpes. Consumers can call or write to the institute with questions and can order publications over the phone or on the Web site.",mailto:ocpostoffice@niaid.nih.gov,,mailto:ocpostoffice@niaid.nih.gov,,5601 Fishers Lane,MSC 9806,"Bethesda,",MD,20892-9806,,National Institute of Allergy and Infectious Diseases,National Institute of Allergy and Infectious Diseases,(301) 496-5717,,,1-866-284-4107,,,1-800-877-8339,,,http://www.niaid.nih.gov,National Institute of Allergy and Infectious Diseases (NIAID),,,,,,,,,,,,,,75NM00,,,075-NIH-75NM00,NIH National Institute of Allergy and Infectious Diseases,629,NIH National Institute of Allergy and Infectious Diseases,,,,,1593137935.94,4802,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Indian Gaming Commission,[usagov] National Indian Gaming Commission,,,,,,,,,,,,,,[],[],"As an independent federal regulatory agency of the United States, the National Indian Gaming Commission (Commission) was established pursuant to the Indian Gaming Regulatory Act of 1988 (Act). The Commission comprises a Chairman and two Commissioners, each of whom serves on a full-time basis for a three-year term. The Chairman is appointed by the President and must be confirmed by the Senate. The Secretary of the Interior appoints the other two Commissioners. Under the Act, at least two of the three Commissioners must be enrolled members of a federally recognized Indian tribe, and no more than two members may be of the same political party. [http://www.nigc.gov/About_Us.aspx]",347,https://www.federalregister.gov/api/v1/agencies/347,,,,National Indian Gaming Commission,National Indian Gaming Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=347&order=newest,NIGC,national-indian-gaming-commission,https://www.federalregister.gov/agencies/national-indian-gaming-commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nigc.gov/commission/contact-nigc/,,https://www.nigc.gov/commission/contact-nigc/,Contact the National Indian Gaming Commission,,,,,,,,,,,,,,,"The National Indian Gaming Commission is a regulatory body that oversees some aspects of gaming on Indian lands, often complementing the work of Indian regulators.",mailto:contactus@nigc.gov,,mailto:contactus@nigc.gov,,"1849 C St., NW",Mail Stop 1621,"Washington,",DC,20240,,National Indian Gaming Commission,National Indian Gaming Commission,1-202-632-7003,,,,,,,,,https://www.nigc.gov/,National Indian Gaming Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Highway Traffic Safety Administration,[usagov] National Highway Traffic Safety Administration,,,,,,,,,,,,,,[],[],"The National Highway Traffic Safety Administration (NHTSA) was established by the Highway Safety Act of 1970 (23 U.S.C. 401 note) to help reduce the number of deaths, injuries, and economic losses resulting from motor vehicle crashes on the Nation's highways.The Administration carries out programs relating to the safety performance of motor vehicles and related equipment; administers the State and community highway safety program with the FHWA; regulates the Corporate Average Fuel Economy program; investigates and prosecutes odometer fraud; carries out the National Driver Register Program to facilitate the exchange of State records on problem drivers; conducts studies and operates programs aimed at reducing economic losses in motor vehicle crashes and repairs; performs studies, conducts demonstration projects, and promotes programs to reduce impaired driving, increase seat belt use, and reduce risky driver behaviors; and issues theft prevention standards for passenger and nonpassenger motor vehicles.",345,https://www.federalregister.gov/api/v1/agencies/345,,,,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=345&order=newest,NHTSA,national-highway-traffic-safety-administration,https://www.federalregister.gov/agencies/national-highway-traffic-safety-administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nhtsa.gov/Contact,Contact the National Highway Traffic Safety Administration,https://www.nhtsa.gov/report-a-safety-problem,Report a Vehicle Safety Complaint,,,,,,,,,,,,,,,"The National Highway Traffic Safety Administration investigates safety defects in motor vehicles, sets and enforces fuel economy standards, helps states and local communities reduce the threat of drunk drivers, promotes the use of safety belts, child safety seats and air bags, investigates odometer fraud, establishes and enforces vehicle anti-theft regulations, conducts research on driver behavior and traffic safety, and provides consumer information on motor vehicle safety topics.",,,,,"1200 New Jersey Ave., SE",West Building,"Washington,",DC,20590,,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,1-202-366-4000 (Department of Transportation Switchboard),,,1-888-327-4236,,,1-800-424-9153,,,https://www.nhtsa.gov,National Highway Traffic Safety Administration,,,,,,,NHTSA,,,,,,,,,,069-NHTSA,National Highway Traffic Safety Administration,729,National Highway Traffic Safety Administration,,,,,971580317.68,1391,,,202-366-9550,888-327-4236,http://www.nhtsa.gov,,,,,,,,,,,Executive Branch: Departments,243,,,,,National Highway Traffic Safety Administration,National Highway Traffic Safety Administration,
"/US FEDERAL GOVERNMENT/[usagov] National Heart, Lung, and Blood Institute","[usagov] National Heart, Lung, and Blood Institute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nhlbi.nih.gov/about/contact,,https://www.nhlbi.nih.gov/about/contact,"Contact the National Heart, Lung, and Blood Institute",,,,,,,,,,,,,,,"The National Heart, Lung, and Blood Institute provides training, and education programs to promote the prevention and treatment of heart, lung, and blood diseases to enhance the health of all individuals.",mailto:nhlbiinfo@nhlbi.nih.gov,,mailto:nhlbiinfo@nhlbi.nih.gov,,31 Center Dr.,P.O. Box 30105,"Bethesda,",MD,20824-0105,,"National Heart, Lung, and Blood Institute","National Heart, Lung, and Blood Institute",1-301-592-8573,,,,,,1-240-629-3255,,,https://www.nhlbi.nih.gov/,"National Heart, Lung and Blood Institute (NHLBI)",,,,,,,,,,,,,,75NH00,,,075-NIH-75NH00,"NIH National Heart, Lung, and Blood Institute",462,"NIH National Heart, Lung, and Blood Institute",,,,,1038873110.6,4577,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Health Information Center,[usagov] National Health Information Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://health.gov/node/161,,https://health.gov/node/161,Contact the National Health Information Center,,,,,,,,,,,,,,,The National Health Information Center helps connect health professionals and consumers to the organizations that can best answer their questions by providing up-to-date contact information for the most reliable resources.,mailto:info@nhic.org,,mailto:info@nhic.org,,1101 Wooten Parkway,Suite LL100,"Rockville,",MD,20852,,National Health Information Center,National Health Information Center,,,,,,,,,,https://health.gov/our-work/health-literacy/resources/national-health-information-center,National Health Information Center (NHIC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Guard,[usagov] National Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nationalguard.mil/Resources/Contact.aspx,,https://www.nationalguard.mil/Resources/Contact.aspx,Contact the National Guard,,,,,,,,,,,,,,,"The National Guard provides trained units to the states, territories and the District of Columbia to protect life and property. The Guard also provides trained units to defend the United States and its interests all over the globe.",mailto:publicwebsite@ng.army.mil,,mailto:publicwebsite@ng.army.mil,,111 South George Mason Dr.,"Arlington,",VA,22204,,,National Guard,National Guard,1-703-607-2584,,,1-800-464-8273 (Army National Guard Recruiting),1-800-864-6264 (Air National Guard Recruiting),,,,,https://www.nationalguard.mil/,National Guard,https://www.nationalguard.com/,Army National Guard Recruiting,https://www.goang.com/,Air National Guard Recruiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Geospatial-Intelligence Agency,[usagov] National Geospatial-Intelligence Agency,,,,,,,,,,,,,https://www.nga.mil/,[],[],"The National Geospatial-Intelligence Agency is the nation’s primary source of geospatial intelligence for the Department of Defense and the U.S. Intelligence Community. NGA delivers world-class geospatial intelligence that provides a decisive advantage to policymakers, military service members, intelligence professionals and first responders. It is a unique combination of intelligence agency and combat support agency, and is the world leader in timely, relevant, accurate and actionable GEOINT. NGA manages a global consortium of more than 400 commercial and government relationships, and the agency director serves as the functional manager for GEOINT, the head of the National System for Geospatial Intelligence and the coordinator of the global Allied System for Geospatial Intelligence. In this capacity, the director is charged with synchronizing operations to realize a professional, interoperable, agile and integrated GEOINT enterprise. NGA is headquartered in Springfield, Virginia, and has two major locations in St. Louis and Arnold, Missouri. Approximately 14,500 civilian, military and contractor employees work across more than 100 locations in the U.S. and 20 international locations.


",344,https://www.federalregister.gov/api/v1/agencies/344,https://agency-logos.federalregister.gov/344/medium.jpg?1610730234,https://agency-logos.federalregister.gov/344/small.jpg?1610730234,https://agency-logos.federalregister.gov/344/thumb.jpg?1610730234,National Geospatial-Intelligence Agency,National Geospatial - Intelligence Agency,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=344&order=newest,NGA,national-geospatial-intelligence-agency,https://www.federalregister.gov/agencies/national-geospatial-intelligence-agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nga.mil/contact/Contact_Us.html,,https://www.nga.mil/contact/Contact_Us.html,Contact the National Geospatial-Intelligence Agency,,,,,,,,,,,,,,,The National Geospatial-Intelligence Agency provides location-based intelligence in support of national security.,mailto:publicaffairs@nga.mil,,mailto:publicaffairs@nga.mil,,"Public Affairs, MS N73-OCCAE",7500 GEOINT Dr.,"Springfield,",VA,22150-7500,,National Geospatial-Intelligence Agency,National Geospatial - Intelligence Agency,1-571-557-5400,,,,,,,,,http://www.nga.mil/,National Geospatial-Intelligence Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571-557-7300,,http://www.nga.mil,,,,,,,,,,,Executive Branch: Departments,228,,,,,National Geospatial-Intelligence Agency,National Geospatial - Intelligence Agency,
/US FEDERAL GOVERNMENT/[usagov] National Gallery of Art,[usagov] National Gallery of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nga.gov/content/ngaweb/contact-us.html,,http://www.nga.gov/content/ngaweb/contact-us.html,Contact the National Gallery of Art,,,,,,,,,,,,,,,"The National Gallery of Art collects, preserves and exhibits art works, and works to promote the understanding of art through research and educational programs.",,,,,"4th and Constitution Ave., NW","Washington,",DC,20565,,,National Gallery of Art,National Gallery of Art,1-202-737-4215,1-202-842-6690 (Accessibility Information),,,,,1-202-842-6247,,,http://www.nga.gov/,National Gallery of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202-737-4215,,http://www.nga.gov,,,,,,,,,,,Quasi-Official Agencies,212,,,,,National Gallery of Art,National Gallery of Art,
/US FEDERAL GOVERNMENT/[usagov] National Flood Insurance Program,[usagov] National Flood Insurance Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.floodsmart.gov/contact,,https://www.floodsmart.gov/contact,Contact the National Flood Insurance Program,,,,,,,,,,,,,,,National Flood Insurance Program provides affordable insurance to property owners and encourages communities to adopt and enforce floodplain management regulations.,mailto:FloodSmart@dhs.gov,,mailto:FloodSmart@dhs.gov,,FEMA,"500 C St., SW","Washington,",DC,20472,,National Flood Insurance Program,National Flood Insurance Program,,,,1-888-379-9531,,,1-800-720-1090,,,https://www.floodsmart.gov/,National Flood Insurance Program (NFIP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Endowment for the Humanities,[usagov] National Endowment for the Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.neh.gov/about/contact,Contact the National Endowment for the Humanities,http://www.neh.gov/about/staff,Staff Directory,,,,,,,,,,,,,,,"The National Endowment for the Humanities funds humanities programs in the United States such as museums, archives, libraries, colleges, universities, public television, radio stations, and individual scholars.",mailto:info@neh.gov,,mailto:info@neh.gov,,"400 7th St., SW","Washington,",DC,20506,,,National Endowment for the Humanities,National Endowment for the Humanities,1-202-606-8400,,,1-800-634-1121,,,1-866-372-2930,1-202-606-8282,,http://www.neh.gov,National Endowment for the Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Endowment for the Arts,[usagov] National Endowment for the Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.arts.gov/about/leadership-staff,Contact the National Endowment for the Arts,https://www.arts.gov/about/leadership-staff,Staff Directory,,,,,,,,,,,,,,,"The National Endowment for the Arts funds, promotes, and strengthens the creative capacity of our communities by providing all Americans with opportunities for arts participation.",,,,,"400 7th St., SW","Washington,",DC,20506-0001,,,National Endowment for the Arts,National Endowment for the Arts,1-202-682-5400,,,,,,1-202-682-5496,,,https://www.arts.gov/,National Endowment for the Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] College of Information and Cyberspace,[usagov] College of Information and Cyberspace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cic.ndu.edu/Contact/Contact-Us/,,https://cic.ndu.edu/Contact/Contact-Us/,Contact the College of Information and Cyberspace,,,,,,,,,,,,,,,The College of Information and Cyberspace (NDU) offers military and civilian learners educational opportunities in the fields of information technology and cyber security.,mailto:iCollegeOSS@ndu.edu,,mailto:iCollegeOSS@ndu.edu,,"300 5th Ave., Marshall Hall",Fort McNair,"Washington,",DC,20319-5066,,College of Information and Cyberspace,College of Information and Cyberspace,1-202-685-6300,,,,,,,,,https://cic.ndu.edu/,College of Information and Cyberspace (NDU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[usagov] National Defense University,[usagov] National Defense University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ndu.edu/Contact/,,http://www.ndu.edu/Contact/,Contact the National Defense University,,,,,,,,,,,,,,,The National Defense University provides educational opportunities for military personnel and civilians.,mailto:NDUWebmaster@ndu.edu,,mailto:NDUWebmaster@ndu.edu,,300 5th Ave.,Bldg. 62,"Fort McNair,",DC,20319-5066,,National Defense University,National Defense University,1-202-685-2128,,,,,,,,,http://www.ndu.edu/,National Defense University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202-685-2649,,http://www.ndu.edu,,,,http://cic.ndu.edu,,,http://cisa.ndu.edu,http://jfsc.ndu.edu,http://nwc.ndu.edu,http://es.ndu.edu,Executive Branch: Departments,234,,,,,National Defense University,National Defense University,
