path,name,usagov_contact_0_link,usagov_contact_0_title,usagov_contact_1_link,usagov_contact_1_title,usagov_contact_2_link,usagov_contact_2_title,usagov_contact_3_link,usagov_contact_3_title,usagov_contact_4_link,usagov_contact_4_title,usagov_contact_5_link,usagov_contact_5_title,usagov_contact_6_link,usagov_contact_6_title,usagov_contact_7_link,usagov_contact_7_title,usagov_contact_8_link,usagov_contact_8_title,usagov_description,usagov_email_0_link,usagov_email_0_title,usagov_email_1_link,usagov_email_1_title,usagov_find_an_office_near_you_0_link,usagov_find_an_office_near_you_0_title,usagov_find_an_office_near_you_1_link,usagov_find_an_office_near_you_1_title,usagov_find_an_office_near_you_2_link,usagov_find_an_office_near_you_2_title,usagov_find_an_office_near_you_3_link,usagov_find_an_office_near_you_3_title,usagov_find_an_office_near_you_4_link,usagov_find_an_office_near_you_4_title,usagov_find_an_office_near_you_5_link,usagov_find_an_office_near_you_5_title,usagov_find_an_office_near_you_6_link,usagov_find_an_office_near_you_6_title,usagov_find_an_office_near_you_7_link,usagov_find_an_office_near_you_7_title,usagov_find_an_office_near_you_8_link,usagov_find_an_office_near_you_8_title,usagov_find_an_office_near_you_9_link,usagov_find_an_office_near_you_9_title,usagov_find_an_office_near_you_10_link,usagov_find_an_office_near_you_10_title,usagov_find_an_office_near_you_11_link,usagov_find_an_office_near_you_11_title,usagov_find_an_office_near_you_12_link,usagov_find_an_office_near_you_12_title,usagov_find_an_office_near_you_13_link,usagov_find_an_office_near_you_13_title,usagov_find_an_office_near_you_14_link,usagov_find_an_office_near_you_14_title,usagov_find_an_office_near_you_15_link,usagov_find_an_office_near_you_15_title,usagov_find_an_office_near_you_16_link,usagov_find_an_office_near_you_16_title,usagov_find_an_office_near_you_17_link,usagov_find_an_office_near_you_17_title,usagov_main_address_0,usagov_main_address_1,usagov_main_address_2,usagov_main_address_3,usagov_main_address_4,usagov_main_address_5,usagov_name,usagov_phone_number_0,usagov_phone_number_1,usagov_phone_number_2,usagov_toll-free_number_0,usagov_toll-free_number_1,usagov_toll-free_number_2,usagov_tty_0,usagov_tty_1,usagov_tty_2,usagov_website_0_link,usagov_website_0_title,usagov_website_1_link,usagov_website_1_title,usagov_website_2_link,usagov_website_2_title,usagov_website_3_link,usagov_website_3_title
/US FEDERAL GOVERNMENT/[usagov] U.S. Chemical Safety Board,[usagov] U.S. Chemical Safety Board,https://www.csb.gov/contact/,,https://www.csb.gov/contact/,Contact the Chemical Safety Board,,,,,,,,,,,,,,,The Chemical Safety Board investigates industrial chemical accidents.,mailto:public@csb.gov,,mailto:public@csb.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750 Pennsylvania Ave., NW",Suite 910,"Washington,",DC,20006,,U.S. Chemical Safety Board,1-202-261-7600,,,,,,,,,https://www.csb.gov/,Chemical Safety Board,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Central Intelligence Agency,[usagov] Central Intelligence Agency,https://www.cia.gov/contact-cia/,,https://www.cia.gov/contact-cia/,Contact the Central Intelligence Agency,,,,,,,,,,,,,,,"The Central Intelligence Agency (CIA) collects, evaluates, and disseminates vital information on economic, military, political, scientific, and other developments abroad to safeguard national security.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Intelligence Agency,Office of Public Affairs,"Washington,",DC,20505,,Central Intelligence Agency,,,,,,,,,,https://www.cia.gov/,Central Intelligence Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Central Command,[usagov] U.S. Central Command,https://www.centcom.mil/CONTACT/,,https://www.centcom.mil/CONTACT/,Contact the U.S. Central Command (CENTCOM),,,,,,,,,,,,,,,"The Central Command is responsible for defending and promoting U.S. interests in 20 nations in the Middle East, Central and South Asia, and the strategic waterways that surround them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7115 South Boundary Blvd.,"MacDill Air Force Base,",FL,33621-5101,,,U.S. Central Command,1-813-828-1110,,,,,,,,,https://www.centcom.mil/,U.S. Central Command (CENTCOM),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Centers for Disease Control and Prevention,[usagov] Centers for Disease Control and Prevention,https://wwwn.cdc.gov/dcs/ContactUs/Form,Contact the Centers for Disease Control and Prevention (CDC),https://www.cdc.gov/foodsafety/outbreaks/investigating-outbreaks/report-illness/index.html,Report Foodborne Illness,,,,,,,,,,,,,,,"The Centers for Disease Control and Prevention (CDC) collaborates to create the expertise, information, and tools that people and communities need to protect their health through health promotion, prevention of disease, injury and disability, and preparedness for new health threats.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 Clifton Rd.,"Atlanta,",GA,30329,,,Centers for Disease Control and Prevention,,,,1-800-232-4636,,,1-888-232-6348,,,https://www.cdc.gov/,Centers for Disease Control and Prevention (CDC),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Center for Nutrition Policy and Promotion,[usagov] Center for Nutrition Policy and Promotion,,,,,,,,,,,,,,,,,,,The Center for Nutrition Policy and Promotion works to improve the health and well-being of Americans by developing and promoting dietary guidance that links scientific research to the nutrition needs of consumers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101 Park Center Dr.,10th Floor,"Alexandria,",VA,22302-1594,,Center for Nutrition Policy and Promotion,1-703-305-7600,,,,,,,,,https://www.fns.usda.gov/cnpp,Center for Nutrition Policy and Promotion (CNPP),https://www.choosemyplate.gov/,Build a Healthy Plate at Mealtimes,,,,
/US FEDERAL GOVERNMENT/[usagov] Center for Food Safety and Applied Nutrition,[usagov] Center for Food Safety and Applied Nutrition,https://www.fda.gov/about-fda/center-food-safety-and-applied-nutrition-cfsan/contact-cfsan,,https://www.fda.gov/about-fda/center-food-safety-and-applied-nutrition-cfsan/contact-cfsan,Contact the Center for Food Safety and Applied Nutrition,,,,,,,,,,,,,,,"The Center provides services to consumers and industry groups about food and cosmetics. They perform scientific analysis, develop policy, and handle critical issues related to food and cosmetics.",mailto:consumer@fda.gov,,mailto:consumer@fda.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100 Paint Branch Parkway,"College Park,",MD,20740-3835,,,Center for Food Safety and Applied Nutrition,,,,1-888-723-3366,,,1-800-877-8339,,,https://www.fda.gov/about-fda/fda-organization/center-food-safety-and-applied-nutrition-cfsan,Center for Food Safety and Applied Nutrition,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Capitol Visitor Center,[usagov] U.S. Capitol Visitor Center,https://www.visitthecapitol.gov/contact-us,,https://www.visitthecapitol.gov/contact-us,Contact the U.S. Capitol Visitor Center,,,,,,,,,,,,,,,"Take a tour of the historic Capitol, where you can see the Crypt of the Capitol, the Rotunda, and National Statuary Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States Capitol,Capitol Visitor Center,"Washington,",DC,20510,,U.S. Capitol Visitor Center,1-202-226-8000,,,,,,,,,http://www.visitthecapitol.gov,U.S. Capitol Visitor Center,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Capitol Police,[usagov] U.S. Capitol Police,https://www.uscp.gov/contact-us,,https://www.uscp.gov/contact-us,Contact the U.S. Capitol Police,,,,,,,,,,,,,,,"U.S. Capitol Police Officers work to protect life and property, investigate criminal acts, and enforce traffic regulations on U.S. Capitol Grounds. Officers are also responsible for protecting members, officers of Congress, and their families.",mailto:AskUSCP@uscp.gov,,mailto:AskUSCP@uscp.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119 D St., N.E","Washington,",DC,20510,,,U.S. Capitol Police,1-202-224-0908,,,,,,,,,https://www.uscp.gov/,U.S. Capitol Police,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Security Cooperation Agency,[usagov] Defense Security Cooperation Agency,https://www.dsca.mil/contact-us,,https://www.dsca.mil/contact-us,Contact the Defense Security Cooperation Agency,,,,,,,,,,,,,,,"The Defense Security Cooperation Agency supports U.S. national security and foreign policy interests. They train, educate, advise, and equip foreign security forces to respond to shared challenges.",mailto:dsca.ncr.lmo.mbx.info@mail.mil,,mailto:dsca.ncr.lmo.mbx.info@mail.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800 Defense Pentagon,"Wasington,",DC,20301-2800,,,Defense Security Cooperation Agency,1-703-697-9709,,,,,,,,,https://www.dsca.mil/,Defense Security Cooperation Agency (DSCA),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense POW/MIA Accounting Agency,[usagov] Defense POW/MIA Accounting Agency,https://www.dpaa.mil/Contact/Contact-Us/,,https://www.dpaa.mil/Contact/Contact-Us/,Contact the Defense POW/MIA Accounting Agency,,,,,,,,,,,,,,,The Department of Defense's Defense POW/MIA Accounting Agency works to recover service members who became missing during their service.,mailto:dpaa.ncr.oc.mbx.public-affairs@mail.mil,,mailto:dpaa.ncr.oc.mbx.public-affairs@mail.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600 Defense Pentagon,Attn: External Affairs,"Washington,",DC,20301-2600,,Defense POW/MIA Accounting Agency,1-703-699-1420,,,,,,,,,https://www.dpaa.mil/,Defense POW/MIA Accounting Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Nuclear Facilities Safety Board,[usagov] Defense Nuclear Facilities Safety Board,https://www.dnfsb.gov/contact-us,,https://www.dnfsb.gov/contact-us,Contact the Defense Nuclear Facilities Safety Board,,,,,,,,,,,,,,,The Defense Nuclear Facilities Safety Board reviews the content and implementation of health and safety standards at Department of Energy Defense Nuclear Facilities. The board also makes recommendations to the President and Secretary of Energy regarding health and safety issues at Defense Nuclear Facilities.,mailto:mailbox@dnfsb.gov,,mailto:mailbox@dnfsb.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625 Indiana Ave., NW",Suite 700,"Washington,",DC,20004,,Defense Nuclear Facilities Safety Board,1-202-694-7000,,,,,,,,,https://www.dnfsb.gov/,Defense Nuclear Facilities Safety Board,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Logistics Agency,[usagov] Defense Logistics Agency,https://www.dla.mil/AboutDLA/ContactUs.aspx,,https://www.dla.mil/AboutDLA/ContactUs.aspx,Contact the Defense Logistics Agency,,,,,,,,,,,,,,,"The Defense Logistics Agency provides logistical, acquisition, and technical support for the Army, Navy, Air Force, Marine Corps and other federal agencies and allies.",mailto:dlacontactcenter@dla.mil,,mailto:dlacontactcenter@dla.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew T. McNamara Building,8725 John J. Kingman Rd.,"Fort Belvoir,",VA,22060-6221,,Defense Logistics Agency,1-269-961-7766,,,1-877-352-2255,,,,,,https://www.dla.mil/,Defense Logistics Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Legal Services Agency,[usagov] Defense Legal Services Agency,,,,,,,,,,,,,,,,,,,The Defense Legal Services Agency provides legal advice and services to various components of the Department of Defense. It also administers programs governing military standards of conduct.,mailto:dohastatus@osdgc.osd.mil,,mailto:dohastatus@osdgc.osd.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Pentagon,"Washington,",DC,20301-1600,,,Defense Legal Services Agency,1-703-695-3341,,,1-866-231-3153,,,,,,http://www.defenselink.mil/dodgc/,Defense Legal Services Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Intelligence Agency,[usagov] Defense Intelligence Agency,https://www.dia.mil/About/Contact-DIA/,,https://www.dia.mil/About/Contact-DIA/,Contact the Defense Intelligence Agency,,,,,,,,,,,,,,,"The Defense Intelligence Agency provides defense intelligence to war fighters, planners, and policy makers.",mailto:DIA-PAO@dodiis.mil,,mailto:DIA-PAO@dodiis.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Pentagon,"Washington,",DC,20340-5100,,,Defense Intelligence Agency,1-202-231-5554,,,,,,,,,https://www.dia.mil/,Defense Intelligence Agency (DIA),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Information Systems Agency,[usagov] Defense Information Systems Agency,http://www.disa.mil/About/Contact,,http://www.disa.mil/About/Contact,Contact the Defense Information Systems Agency,,,,,,,,,,,,,,,"The Defense Information Systems Agency provides a global infrastructure for information sharing and communication across the Department of Defense, from the President on down.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 549,"Fort Meade,",MD,20755-0549,,,Defense Information Systems Agency,,,,1-844-347-2457,,,,,,http://www.disa.mil/,Defense Information Systems Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Health Agency,[usagov] Defense Health Agency,https://www.health.mil/About-MHS/Contact-Us,Contact the Defense Health Agency,https://tricare.mil/ContactUs,Contact TRICARE,,,,,,,,,,,,,,,"The Defense Health Agency supports uniformed services health care, including the TRICARE health plan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700 Arlington Blvd.,Suite 5101,"Falls Church,",VA,22042-5101,,Defense Health Agency,,,,1-800-273-8255 veterans crisis support line,1-877-995-5247 sexual assault support line,,1-800-799-4889 veterans crisis support line,,,https://www.health.mil/dha,Defense Health Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Finance and Accounting Service,[usagov] Defense Finance and Accounting Service,https://www.dfas.mil/garnishment/customerservice.html,,https://www.dfas.mil/garnishment/customerservice.html,Contact the Defense Finance and Accounting Service,,,,,,,,,,,,,,,"The Defense Finance and Accounting Service oversees payments to Department of Defense servicemembers, employees, vendors and contractors. The Defense Finance and Accounting Services also provides Department of Defense decision makers with business intelligence, finance and accounting information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal Mall 3,Room 920,"Arlington,",VA,22240-5291,,Defense Finance and Accounting Service,1-888-332-7411,,,1-888-DFAS-411 (1-888-332-7411),,,,,,https://www.dfas.mil,Defense Finance and Accounting Service,,,,,,
/US FEDERAL GOVERNMENT/[usagov] U.S. Department of Defense,[usagov] U.S. Department of Defense,https://www.defense.gov/ask-us/listing/,,https://www.defense.gov/ask-us/listing/,Contact the Department of Defense (public inquiries),,,,,,,,,,,,,,,"The Department of Defense provides the military forces needed to deter war, and to protect the security of the United States.",,,,,https://installations.militaryonesource.mil/,,https://installations.militaryonesource.mil/,Find Military Installations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 Defense Pentagon,"Washington,",DC,20301-1400,,,U.S. Department of Defense,,,,,,,,,,https://www.defense.gov/,Department of Defense,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Counterintelligence and Security Agency,[usagov] Defense Counterintelligence and Security Agency,https://www.dcsa.mil/,,https://www.dcsa.mil/,Contact the Defense Counterintelligence and Security Agency,,,,,,,,,,,,,,,"The Defense Counterintelligence and Security Agency provides industrial security engagement and counterintelligence support to secure the trustworthiness of the U.S. government's workforce, contract support, technologies, services, and supply chains.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27130 Telegraph Road,"Quantico,",VA,22134,,,Defense Counterintelligence and Security Agency,571-305-6562,,,,,,,,,https://www.dcsa.mil/,Defense Counterintelligence and Security Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Contract Management Agency,[usagov] Defense Contract Management Agency,https://www.dcma.mil/Contact-Us/,,https://www.dcma.mil/Contact-Us/,Contact the Defense Contract Management Agency,,,,,,,,,,,,,,,"The Defense Contract Management Agency is responsible for contract management for the Department of Defense, the National Aeronautics and Space Administration, and several other federal, state, foreign and international governments and agencies. Its goal is to ensure contracts are fulfilled on time and at the correct cost.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3901 A Ave., Building 10500","Fort Lee,",VA,23801-1809,,,Defense Contract Management Agency,1-804-734-0628,,,,,,,,,https://www.dcma.mil/,Defense Contract Management Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Contract Audit Agency,[usagov] Defense Contract Audit Agency,https://www.dcaa.mil/Home/ContactUs,,https://www.dcaa.mil/Home/ContactUs,Contact the Defense Contract Audit Agency,,,,,,,,,,,,,,,The Defense Contract Audit Agency audits U.S. Department of Defense contracts.,,,,,https://www.dcaa.mil/Home/ContactUs,Regional Offices,https://www.dcaa.mil/Home/Locator,Field Office Locator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8725 John J. Kingman Rd.,"Fort Belvoir,",VA,22060,,,Defense Contract Audit Agency,1-703-767-3265,,,,,,,,,https://www.dcaa.mil,Defense Contract Audit Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Commissary Agency,[usagov] Defense Commissary Agency,https://www.commissaries.com/customer-service/contact-us,,https://www.commissaries.com/customer-service/contact-us,Contact the Defense Commissary Agency,,,,,,,,,,,,,,,The Defense Commissary Agency provides a worldwide network of commissaries that sell groceries and household supplies at low cost to members of the Armed Services.,,,,,https://www.commissaries.com/shopping/store-locations/find-a-store,,https://www.commissaries.com/shopping/store-locations/find-a-store,Store Locator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 E Ave.,"Fort Lee,",VA,23801–1800,,,Defense Commissary Agency,,,,,,,,,,https://www.commissaries.com/,Defense Commissary Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Advanced Research Projects Agency,[usagov] Defense Advanced Research Projects Agency,https://contact.darpa.mil/Contact,,https://contact.darpa.mil/Contact,Contact the Defense Advanced Research Projects Agency (DARPA),,,,,,,,,,,,,,,The Defense Advanced Research Projects Agency serves as the central research and development organization of the Department of Defense.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675 North Randolph St.,"Arlington,",VA,22203-2114,,,Defense Advanced Research Projects Agency,1-703-526-6630,,,,,,,,,https://www.darpa.mil/,Defense Advanced Research Projects Agency (DARPA),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Acquisition University,[usagov] Defense Acquisition University,https://www.dau.edu/about/p/Contact-Us,,https://www.dau.edu/about/p/Contact-Us,Contact the Defense Acquisition University,,,,,,,,,,,,,,,"The Defense Acquisition University provides ongoing technology, logistics, and acquisitions training to military personnel.",mailto:dauhelp@dau.mil,,mailto:dauhelp@dau.mil,,https://www.dau.edu/locations,,https://www.dau.edu/locations,Locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9820 Belvoir Rd.,"Fort Belvoir,",VA,22060,,,Defense Acquisition University,1-703-805-3459,,,1-866-568-6924,,,,,,https://www.dau.edu/,Defense Acquisition University,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Defense Finance and Accounting Service Debt and Claims Management Center,[usagov] Defense Finance and Accounting Service Debt and Claims Management Center,https://www.dfas.mil/debtandclaims/contactus.html,,https://www.dfas.mil/debtandclaims/contactus.html,Contact the Defense Finance and Accounting Service Debt and Claims Customer Care Center,,,,,,,,,,,,,,,The Debt and Claims Management Center collects or settles delinquent debts for the Department of Defense by former military members and civilian employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department 3300,Attention: Customer Care Center,"Indianapolis,",IN,46249-3300,,Defense Finance and Accounting Service Debt and Claims Management Center,1-317-212-8039,,,1-866-912-6488,,,,,,https://www.dfas.mil/debtandclaims.html,Defense Finance and Accounting Service Debt and Claims Department,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Export-Import Bank of the United States,[usagov] Export-Import Bank of the United States,https://www.exim.gov/contact,,https://www.exim.gov/contact,Contact the Export-Import Bank of the United States,,,,,,,,,,,,,,,"The Export-Import Bank assists American businesses export their goods by providing financial assistance in the form of loans, loan guarantees and insurance. The focus of the Export-Import Bank is on assisting small businesses.",mailto:info@exim.gov,,mailto:info@exim.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"811 Vermont Ave., NW","Washington,",DC,20571,,,Export-Import Bank of the United States,1-202-565-3946,,,1-800-565-3946,,,1-202-565-3377,,,https://www.exim.gov,Export-Import Bank of the United States,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Executive Office for Immigration Review,[usagov] Executive Office for Immigration Review,https://www.justice.gov/eoir/contact-eoir,,https://www.justice.gov/eoir/contact-eoir,Contact the Executive Office for Immigration Review,,,,,,,,,,,,,,,"The Executive Office for Immigration review administers the immigration court system, which decides whether an individual charged with violating immigration law should be allowed to stay in the country or not.",,,,,https://www.justice.gov/eoir/eoir-immigration-court-listing,,https://www.justice.gov/eoir/eoir-immigration-court-listing,Find Local Immigration Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office of Legislative and Public Affairs,"5107 Leesburg Pike, Suite 1902","Falls Church,",VA,22041,,Executive Office for Immigration Review,1-703-305-0289,,,,,,1-800-828-1120,,,https://www.justice.gov/eoir,Executive Office for Immigration Review,,,,,,
